"Photon energy, eV","n","k"
31.05816318464422,0.4773,0.17281
31.09789245606855,0.47935,0.17123
31.137723500200842,0.4814,0.16968
31.17765670860254,0.48344,0.16816
31.217692474846338,0.48547,0.16667
31.25783119452911,0.48751,0.16521
31.297283209163126,0.48953,0.16378
31.337626992493103,0.49155,0.16238
31.377280820240856,0.49357,0.161
31.417035129003576,0.49557,0.15965
31.456890301187325,0.49758,0.15832
31.49684672114107,0.49957,0.15702
31.536904775169077,0.50156,0.15575
31.577064851543327,0.50353,0.1545
31.616521084559405,0.5055,0.15328
31.656884318421987,0.50747,0.15208
31.696540401140126,0.50942,0.1509
31.736295961578755,0.51137,0.14975
31.77615137451938,0.5133,0.14862
31.816107016628532,0.51523,0.14751
31.856163266469604,0.51715,0.14643
31.896320504514858,0.51906,0.14537
31.93657911315741,0.52096,0.14433
31.976114776164362,0.52285,0.14331
32.015748446289244,0.52474,0.14232
32.05630928797469,0.52661,0.14134
32.0961421297729,0.52847,0.14038
32.13607408649328,0.53032,0.13945
32.17610552853391,0.53217,0.13853
32.21539973837232,0.534,0.13763
32.255629177662655,0.53582,0.13676
32.29511797897937,0.53763,0.1359
32.3355468881151,0.53943,0.13506
32.37523172997172,0.54122,0.13423
32.41501410052543,0.543,0.13343
32.45489435974549,0.54477,0.13264
32.494872869374845,0.54653,0.13187
32.53494999294104,0.54828,0.13112
32.575126095767246,0.55002,0.13039
32.614543583611656,0.55175,0.12967
32.65491662270852,0.55346,0.12896
32.69452756529184,0.55517,0.12828
32.734234722013866,0.55686,0.12761
32.77490481723009,0.55855,0.12695
32.81480756771557,0.56022,0.12631
32.85393699536269,0.56188,0.12569
32.894032535577765,0.56353,0.12508
32.934226062025104,0.56518,0.12448
32.974517934335026,0.5668,0.1239
33.01402940569823,0.56842,0.12333
33.05363567931211,0.57003,0.12278
33.09422043377635,0.57163,0.12224
33.1340194642026,0.57321,0.12171
33.17391433432325,0.57479,0.1212
33.21390539074171,0.57635,0.1207
33.253101095105194,0.5779,0.12021
33.29328341382914,0.57944,0.11974
33.33356296090865,0.58097,0.11928
33.37304175744925,0.58249,0.11883
33.41351464267227,0.584,0.1184
33.45318316148608,0.5855,0.11797
33.49294598117124,0.58698,0.11756
33.53280343838906,0.58846,0.11716
33.572755871405285,0.58992,0.11677
33.61280362009969,0.59138,0.11639
33.65294702597571,0.59282,0.11603
33.692270831571435,0.59425,0.11567
33.73260438936191,0.59567,0.11533
33.772114685416135,0.59708,0.11499
33.81263974939994,0.59848,0.11467
33.85233786569275,0.59986,0.11436
33.89212930761022,0.60124,0.11406
33.932014404636064,0.6026,0.11377
33.971993487806806,0.60396,0.11349
34.012066889720934,0.6053,0.11322
34.052234944548125,0.60663,0.11295
34.0915605568356,0.60795,0.1127
34.13191670560212,0.60926,0.11246
34.17142668277146,0.61056,0.11223
34.211972249751575,0.61185,0.11201
34.25166789134751,0.61312,0.1118
34.291455756471876,0.61439,0.11159
34.33133616688811,0.61564,0.1114
34.3713094458582,0.61688,0.11121
34.411375918151464,0.61811,0.11103
34.45153591005327,0.61933,0.11087
34.4908302314796,0.62054,0.11071
34.531176001420334,0.62174,0.11056
34.570652306797825,0.62293,0.11041
34.611185146864976,0.6241,0.11028
34.65084470336204,0.62527,0.11016
34.69059525268599,0.62642,0.11004
34.730437108350294,0.62756,0.10993
34.77037058531037,0.62869,0.10983
34.81039599997184,0.62981,0.10973
34.85051367019893,0.63092,0.10965
34.890723915322845,0.63201,0.10957
34.93004294494991,0.6331,0.1095
34.97043702631571,0.63417,0.10944
35.00993602335227,0.63523,0.10938
35.04952434926774,0.63628,0.10933
35.09019540743772,0.63732,0.10929
35.12996555495416,0.63835,0.10926
35.169825953280494,0.63936,0.10923
35.20977690997635,0.64037,0.10921
35.24981873400043,0.64136,0.1092
35.28894729694874,0.64234,0.10919
35.32916949709344,0.6433,0.1092
35.36948349206929,0.64426,0.1092
35.408878318749025,0.6452,0.10922
35.449374534124296,0.64613,0.10924
35.488947627976785,0.64705,0.10926
35.52860917359651,0.64796,0.10929
35.56937987580679,0.64886,0.10933
35.60922150413571,0.64974,0.10938
35.64915248658665,0.65061,0.10943
35.68814583146706,0.65147,0.10948
35.728254115929836,0.65231,0.10954
35.76845265357866,0.65314,0.10961
35.8087417493934,0.65396,0.10968
35.84808518854442,0.65477,0.10976
35.88855397953504,0.65556,0.10984
35.928073091975925,0.65635,0.10993
35.9676793342519,0.65711,0.11002
36.00841874799597,0.65787,0.11012
36.048202428650264,0.65861,0.11022
36.08807411604952,0.65934,0.11033
36.12803410254086,0.66006,0.11044
36.168082681767714,0.66076,0.11055
36.20716275825708,0.66145,0.11067
36.24738705835396,0.66212,0.11079
36.287700832118624,0.66278,0.11092
36.327039974538444,0.66343,0.11105
36.3675312193769,0.66406,0.11118
36.40704373310812,0.66468,0.11131
36.446642199159186,0.66529,0.11145
36.48740065718061,0.66588,0.1116
36.52717421356383,0.66646,0.11174
36.567034575915685,0.66702,0.11189
36.60698202872825,0.66757,0.11204
36.64701685773815,0.6681,0.11219
36.68713934993334,0.66862,0.11234
36.726261865902345,0.66912,0.1125
36.76655816176375,0.66961,0.11265
36.80694298147535,0.67009,0.11281
36.84632156471209,0.67055,0.11297
36.885784497991764,0.67099,0.11313
36.92643180637947,0.67142,0.11329
36.9660666169051,0.67183,0.11345
37.005786602524985,0.67223,0.11361
37.04559203809601,0.67262,0.11377
37.08548319965892,0.67298,0.11392
37.125460364444756,0.67334,0.11408
37.16552381088121,0.67367,0.11424
37.205673818599124,0.674,0.11439
37.245910668438995,0.6743,0.11455
37.285113353110916,0.67459,0.1147
37.325522302766565,0.67486,0.11485
37.36489284343912,0.67512,0.11499
37.40547499942669,0.67536,0.11514
37.44501447648809,0.67559,0.11528
37.48463763245245,0.6758,0.11541
37.525480457959965,0.676,0.11554
37.56527418060891,0.67618,0.11567
37.60515239099173,0.67634,0.11579
37.645115358463556,0.67649,0.11591
37.68516335352575,0.67662,0.11602
37.72414879605054,0.67673,0.11612
37.76436521370038,0.67683,0.11622
37.804667469538884,0.67692,0.11631
37.843900687717394,0.67698,0.1164
37.88437297433303,0.67704,0.11647
37.92377188789641,0.67707,0.11654
37.96441528357515,0.6771,0.1166
38.003980944427326,0.6771,0.11665
38.04362916020243,0.6771,0.11669
38.08336018955022,0.67707,0.11672
38.124346555487136,0.67704,0.11674
38.164246447224954,0.67698,0.11675
38.20305276178583,0.67692,0.11675
38.24311765363964,0.67684,0.11674
38.283266668653035,0.67674,0.11671
38.3235000720511,0.67664,0.11668
38.36381813017505,0.67652,0.11662
38.40303157289754,0.67638,0.11656
38.44351723453527,0.67624,0.11648
38.48289385843309,0.67608,0.11639
38.52354817086121,0.67591,0.11628
38.563088996640765,0.67573,0.11615
38.60271107575183,0.67554,0.11602
38.64241465890594,0.67533,0.11586
38.682199997847164,0.67512,0.11569
38.72206734535735,0.6749,0.1155
38.762016955261586,0.67467,0.11529
38.802049082433484,0.67443,0.11507
38.84216398280066,0.67418,0.11482
38.88236191335018,0.67392,0.11456
38.92264313213402,0.67366,0.11428
38.9617834935264,0.67339,0.11398
39.002229523766,0.67311,0.11367
39.041530192744816,0.67283,0.11333
39.082142048007725,0.67254,0.11297
39.121604011453904,0.67226,0.11259
39.16114574639915,0.67196,0.11219
39.20200696654748,0.67167,0.11177
39.24171148381064,0.67137,0.11133
39.281496509552234,0.67107,0.11087
39.32136228889021,0.67077,0.11039
39.36130906793858,0.67048,0.10989
39.40133709381247,0.67018,0.10936
39.44144661463328,0.66988,0.10882
39.48163787953371,0.66959,0.10825
39.520651355699265,0.6693,0.10766
39.56100428624752,0.66902,0.10706
39.600174848477984,0.66874,0.10643
39.640690422067244,0.66846,0.10578
39.6800190210266,0.6682,0.1051
39.72069822294474,0.66793,0.10441
39.76018581698352,0.66768,0.1037
39.801029640492985,0.66744,0.10297
39.84067719572613,0.6672,0.10222
39.880403819067745,0.66698,0.10145
39.920209747279195,0.66677,0.10066
39.96009521806804,0.66656,0.09985
40.000060470092826,0.66638,0.099024
